,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,Prediction
593,3,female,,0,2,7.75,Q,Third,woman,False,,Queenstown,no,False,0
594,2,male,37.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,0
595,3,male,36.0,1,1,24.15,S,Third,man,True,,Southampton,no,False,0
596,2,female,,0,0,33.0,S,Second,woman,False,,Southampton,yes,True,1
597,3,male,49.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,0
598,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,0
599,1,male,49.0,1,0,56.9292,C,First,man,True,A,Cherbourg,yes,False,1
600,2,female,24.0,2,1,27.0,S,Second,woman,False,,Southampton,yes,False,1
601,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
602,1,male,,0,0,42.4,S,First,man,True,,Southampton,no,True,0
603,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
604,1,male,35.0,0,0,26.55,C,First,man,True,,Cherbourg,yes,True,1
605,3,male,36.0,1,0,15.55,S,Third,man,True,,Southampton,no,False,0
606,3,male,30.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
607,1,male,27.0,0,0,30.5,S,First,man,True,,Southampton,yes,True,1
608,2,female,22.0,1,2,41.5792,C,Second,woman,False,,Cherbourg,yes,False,1
609,1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True,1
610,3,female,39.0,1,5,31.275,S,Third,woman,False,,Southampton,no,False,0
611,3,male,,0,0,7.05,S,Third,man,True,,Southampton,no,True,0
612,3,female,,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,1
613,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0
614,3,male,35.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
615,2,female,24.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,1
616,3,male,34.0,1,1,14.4,S,Third,man,True,,Southampton,no,False,0
617,3,female,26.0,1,0,16.1,S,Third,woman,False,,Southampton,no,False,0
618,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,1
619,2,male,26.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0
620,3,male,27.0,1,0,14.4542,C,Third,man,True,,Cherbourg,no,False,0
621,1,male,42.0,1,0,52.5542,S,First,man,True,D,Southampton,yes,False,1
622,3,male,20.0,1,1,15.7417,C,Third,man,True,,Cherbourg,yes,False,1
623,3,male,21.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,0
624,3,male,21.0,0,0,16.1,S,Third,man,True,,Southampton,no,True,0
625,1,male,61.0,0,0,32.3208,S,First,man,True,D,Southampton,no,True,0
626,2,male,57.0,0,0,12.35,Q,Second,man,True,,Queenstown,no,True,0
627,1,female,21.0,0,0,77.9583,S,First,woman,False,D,Southampton,yes,True,1
628,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
629,3,male,,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,0
630,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True,1
631,3,male,51.0,0,0,7.0542,S,Third,man,True,,Southampton,no,True,0
632,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True,1
633,1,male,,0,0,0.0,S,First,man,True,,Southampton,no,True,0
634,3,female,9.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,0
635,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1
636,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,0
637,2,male,31.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,0
638,3,female,41.0,0,5,39.6875,S,Third,woman,False,,Southampton,no,False,0
639,3,male,,1,0,16.1,S,Third,man,True,,Southampton,no,False,0
640,3,male,20.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,0
641,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,1
642,3,female,2.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,0
643,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,1
644,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,1
645,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False,1
646,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
647,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True,1
648,3,male,,0,0,7.55,S,Third,man,True,,Southampton,no,True,0
649,3,female,23.0,0,0,7.55,S,Third,woman,False,,Southampton,yes,True,1
650,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
651,2,female,18.0,0,1,23.0,S,Second,woman,False,,Southampton,yes,False,1
652,3,male,21.0,0,0,8.4333,S,Third,man,True,,Southampton,no,True,0
653,3,female,,0,0,7.8292,Q,Third,woman,False,,Queenstown,yes,True,1
654,3,female,18.0,0,0,6.75,Q,Third,woman,False,,Queenstown,no,True,0
655,2,male,24.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,0
656,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
657,3,female,32.0,1,1,15.5,Q,Third,woman,False,,Queenstown,no,False,0
658,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0
659,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,0
660,1,male,50.0,2,0,133.65,S,First,man,True,,Southampton,yes,False,1
661,3,male,40.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,0
662,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True,0
663,3,male,36.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,0
664,3,male,20.0,1,0,7.925,S,Third,man,True,,Southampton,yes,False,1
665,2,male,32.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,0
666,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0
667,3,male,,0,0,7.775,S,Third,man,True,,Southampton,no,True,0
668,3,male,43.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
669,1,female,,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,1
670,2,female,40.0,1,1,39.0,S,Second,woman,False,,Southampton,yes,False,1
671,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False,0
672,2,male,70.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0
673,2,male,31.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,1
674,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,0
675,3,male,18.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0
676,3,male,24.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
677,3,female,18.0,0,0,9.8417,S,Third,woman,False,,Southampton,yes,True,1
678,3,female,43.0,1,6,46.9,S,Third,woman,False,,Southampton,no,False,0
679,1,male,36.0,0,1,512.3292,C,First,man,True,B,Cherbourg,yes,False,1
680,3,female,,0,0,8.1375,Q,Third,woman,False,,Queenstown,no,True,0
681,1,male,27.0,0,0,76.7292,C,First,man,True,D,Cherbourg,yes,True,1
682,3,male,20.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,0
683,3,male,14.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,0
684,2,male,60.0,1,1,39.0,S,Second,man,True,,Southampton,no,False,0
685,2,male,25.0,1,2,41.5792,C,Second,man,True,,Cherbourg,no,False,0
686,3,male,14.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,0
687,3,male,19.0,0,0,10.1708,S,Third,man,True,,Southampton,no,True,0
688,3,male,18.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,0
689,1,female,15.0,0,1,211.3375,S,First,child,False,B,Southampton,yes,False,1
690,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False,1
691,3,female,4.0,0,1,13.4167,C,Third,child,False,,Cherbourg,yes,False,1
692,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,1
693,3,male,25.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,0
694,1,male,60.0,0,0,26.55,S,First,man,True,,Southampton,no,True,0
695,2,male,52.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,0
696,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
697,3,female,,0,0,7.7333,Q,Third,woman,False,,Queenstown,yes,True,1
698,1,male,49.0,1,1,110.8833,C,First,man,True,C,Cherbourg,no,False,0
699,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,0
700,1,female,18.0,1,0,227.525,C,First,woman,False,C,Cherbourg,yes,False,1
701,1,male,35.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,1
702,3,female,18.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,0
703,3,male,25.0,0,0,7.7417,Q,Third,man,True,,Queenstown,no,True,0
704,3,male,26.0,1,0,7.8542,S,Third,man,True,,Southampton,no,False,0
705,2,male,39.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,0
706,2,female,45.0,0,0,13.5,S,Second,woman,False,,Southampton,yes,True,1
707,1,male,42.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,1
708,1,female,22.0,0,0,151.55,S,First,woman,False,,Southampton,yes,True,1
709,3,male,,1,1,15.2458,C,Third,man,True,,Cherbourg,yes,False,1
710,1,female,24.0,0,0,49.5042,C,First,woman,False,C,Cherbourg,yes,True,1
711,1,male,,0,0,26.55,S,First,man,True,C,Southampton,no,True,0
712,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False,1
713,3,male,29.0,0,0,9.4833,S,Third,man,True,,Southampton,no,True,0
714,2,male,52.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0
715,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,0
716,1,female,38.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,1
717,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True,1
718,3,male,,0,0,15.5,Q,Third,man,True,,Queenstown,no,True,0
719,3,male,33.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0
720,2,female,6.0,0,1,33.0,S,Second,child,False,,Southampton,yes,False,1
721,3,male,17.0,1,0,7.0542,S,Third,man,True,,Southampton,no,False,0
722,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0
723,2,male,50.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0
724,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False,1
725,3,male,20.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,0
726,2,female,30.0,3,0,21.0,S,Second,woman,False,,Southampton,yes,False,1
727,3,female,,0,0,7.7375,Q,Third,woman,False,,Queenstown,yes,True,1
728,2,male,25.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,0
729,3,female,25.0,1,0,7.925,S,Third,woman,False,,Southampton,no,False,0
730,1,female,29.0,0,0,211.3375,S,First,woman,False,B,Southampton,yes,True,1
731,3,male,11.0,0,0,18.7875,C,Third,child,False,,Cherbourg,no,True,0
732,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,0
733,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0
734,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0
735,3,male,28.5,0,0,16.1,S,Third,man,True,,Southampton,no,True,0
736,3,female,48.0,1,3,34.375,S,Third,woman,False,,Southampton,no,False,0
737,1,male,35.0,0,0,512.3292,C,First,man,True,B,Cherbourg,yes,True,1
738,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
739,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
740,1,male,,0,0,30.0,S,First,man,True,D,Southampton,yes,True,1
741,1,male,36.0,1,0,78.85,S,First,man,True,C,Southampton,no,False,0
742,1,female,21.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,1
743,3,male,24.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,0
744,3,male,31.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,1
745,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False,0
746,3,male,16.0,1,1,20.25,S,Third,man,True,,Southampton,no,False,0
747,2,female,30.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1
748,1,male,19.0,1,0,53.1,S,First,man,True,D,Southampton,no,False,0
749,3,male,31.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0
750,2,female,4.0,1,1,23.0,S,Second,child,False,,Southampton,yes,False,1
751,3,male,6.0,0,1,12.475,S,Third,child,False,E,Southampton,yes,False,1
752,3,male,33.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,0
753,3,male,23.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
754,2,female,48.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,1
755,2,male,0.67,1,1,14.5,S,Second,child,False,,Southampton,yes,False,1
756,3,male,28.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,0
757,2,male,18.0,0,0,11.5,S,Second,man,True,,Southampton,no,True,0
758,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
759,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,1
760,3,male,,0,0,14.5,S,Third,man,True,,Southampton,no,True,0
761,3,male,41.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,0
762,3,male,20.0,0,0,7.2292,C,Third,man,True,,Cherbourg,yes,True,1
763,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False,1
764,3,male,16.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0
765,1,female,51.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,1
766,1,male,,0,0,39.6,C,First,man,True,,Cherbourg,no,True,0
767,3,female,30.5,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,0
768,3,male,,1,0,24.15,Q,Third,man,True,,Queenstown,no,False,0
769,3,male,32.0,0,0,8.3625,S,Third,man,True,,Southampton,no,True,0
770,3,male,24.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,0
771,3,male,48.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,0
772,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True,0
773,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,0
774,2,female,54.0,1,3,23.0,S,Second,woman,False,,Southampton,yes,False,1
775,3,male,18.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,0
776,3,male,,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,0
777,3,female,5.0,0,0,12.475,S,Third,child,False,,Southampton,yes,True,1
778,3,male,,0,0,7.7375,Q,Third,man,True,,Queenstown,no,True,0
779,1,female,43.0,0,1,211.3375,S,First,woman,False,B,Southampton,yes,False,1
780,3,female,13.0,0,0,7.2292,C,Third,child,False,,Cherbourg,yes,True,1
781,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False,1
782,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True,0
783,3,male,,1,2,23.45,S,Third,man,True,,Southampton,no,False,0
784,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,0
785,3,male,25.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,0
786,3,female,18.0,0,0,7.4958,S,Third,woman,False,,Southampton,yes,True,1
787,3,male,8.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,0
788,3,male,1.0,1,2,20.575,S,Third,child,False,,Southampton,yes,False,1
789,1,male,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True,0
790,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0
791,2,male,16.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,0
792,3,female,,8,2,69.55,S,Third,woman,False,,Southampton,no,False,0
793,1,male,,0,0,30.6958,C,First,man,True,,Cherbourg,no,True,0
794,3,male,25.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
795,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0
796,1,female,49.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,1
797,3,female,31.0,0,0,8.6833,S,Third,woman,False,,Southampton,yes,True,1
798,3,male,30.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,0
799,3,female,30.0,1,1,24.15,S,Third,woman,False,,Southampton,no,False,0
800,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0
801,2,female,31.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,1
802,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,1
803,3,male,0.42,0,1,8.5167,C,Third,child,False,,Cherbourg,yes,False,1
804,3,male,27.0,0,0,6.975,S,Third,man,True,,Southampton,yes,True,1
805,3,male,31.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0
806,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True,0
807,3,female,18.0,0,0,7.775,S,Third,woman,False,,Southampton,no,True,0
808,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0
809,1,female,33.0,1,0,53.1,S,First,woman,False,E,Southampton,yes,False,1
810,3,male,26.0,0,0,7.8875,S,Third,man,True,,Southampton,no,True,0
811,3,male,39.0,0,0,24.15,S,Third,man,True,,Southampton,no,True,0
812,2,male,35.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0
813,3,female,6.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,0
814,3,male,30.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
815,1,male,,0,0,0.0,S,First,man,True,B,Southampton,no,True,0
816,3,female,23.0,0,0,7.925,S,Third,woman,False,,Southampton,no,True,0
817,2,male,31.0,1,1,37.0042,C,Second,man,True,,Cherbourg,no,False,0
818,3,male,43.0,0,0,6.45,S,Third,man,True,,Southampton,no,True,0
819,3,male,10.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,0
820,1,female,52.0,1,1,93.5,S,First,woman,False,B,Southampton,yes,False,1
821,3,male,27.0,0,0,8.6625,S,Third,man,True,,Southampton,yes,True,1
822,1,male,38.0,0,0,0.0,S,First,man,True,,Southampton,no,True,0
823,3,female,27.0,0,1,12.475,S,Third,woman,False,E,Southampton,yes,False,1
824,3,male,2.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,0
825,3,male,,0,0,6.95,Q,Third,man,True,,Queenstown,no,True,0
826,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,no,True,0
827,2,male,1.0,0,2,37.0042,C,Second,child,False,,Cherbourg,yes,False,1
828,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,1
829,1,female,62.0,0,0,80.0,,First,woman,False,B,,yes,True,1
830,3,female,15.0,1,0,14.4542,C,Third,child,False,,Cherbourg,yes,False,1
831,2,male,0.83,1,1,18.75,S,Second,child,False,,Southampton,yes,False,1
832,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,0
833,3,male,23.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,0
834,3,male,18.0,0,0,8.3,S,Third,man,True,,Southampton,no,True,0
835,1,female,39.0,1,1,83.1583,C,First,woman,False,E,Cherbourg,yes,False,1
836,3,male,21.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,0
837,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
838,3,male,32.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,1
839,1,male,,0,0,29.7,C,First,man,True,C,Cherbourg,yes,True,1
840,3,male,20.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,0
841,2,male,16.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0
842,1,female,30.0,0,0,31.0,C,First,woman,False,,Cherbourg,yes,True,1
843,3,male,34.5,0,0,6.4375,C,Third,man,True,,Cherbourg,no,True,0
844,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,0
845,3,male,42.0,0,0,7.55,S,Third,man,True,,Southampton,no,True,0
846,3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False,0
847,3,male,35.0,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,0
848,2,male,28.0,0,1,33.0,S,Second,man,True,,Southampton,no,False,0
849,1,female,,1,0,89.1042,C,First,woman,False,C,Cherbourg,yes,False,1
850,3,male,4.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,0
851,3,male,74.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0
852,3,female,9.0,1,1,15.2458,C,Third,child,False,,Cherbourg,no,False,0
853,1,female,16.0,0,1,39.4,S,First,woman,False,D,Southampton,yes,False,1
854,2,female,44.0,1,0,26.0,S,Second,woman,False,,Southampton,no,False,0
855,3,female,18.0,0,1,9.35,S,Third,woman,False,,Southampton,yes,False,1
856,1,female,45.0,1,1,164.8667,S,First,woman,False,,Southampton,yes,False,1
857,1,male,51.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,1
858,3,female,24.0,0,3,19.2583,C,Third,woman,False,,Cherbourg,yes,False,1
859,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,0
860,3,male,41.0,2,0,14.1083,S,Third,man,True,,Southampton,no,False,0
861,2,male,21.0,1,0,11.5,S,Second,man,True,,Southampton,no,False,0
862,1,female,48.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,1
863,3,female,,8,2,69.55,S,Third,woman,False,,Southampton,no,False,0
864,2,male,24.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0
865,2,female,42.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1
866,2,female,27.0,1,0,13.8583,C,Second,woman,False,,Cherbourg,yes,False,1
867,1,male,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True,0
868,3,male,,0,0,9.5,S,Third,man,True,,Southampton,no,True,0
869,3,male,4.0,1,1,11.1333,S,Third,child,False,,Southampton,yes,False,1
870,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
871,1,female,47.0,1,1,52.5542,S,First,woman,False,D,Southampton,yes,False,1
872,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True,0
873,3,male,47.0,0,0,9.0,S,Third,man,True,,Southampton,no,True,0
874,2,female,28.0,1,0,24.0,C,Second,woman,False,,Cherbourg,yes,False,1
875,3,female,15.0,0,0,7.225,C,Third,child,False,,Cherbourg,yes,True,1
876,3,male,20.0,0,0,9.8458,S,Third,man,True,,Southampton,no,True,0
877,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
878,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
879,1,female,56.0,0,1,83.1583,C,First,woman,False,C,Cherbourg,yes,False,1
880,2,female,25.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False,1
881,3,male,33.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
882,3,female,22.0,0,0,10.5167,S,Third,woman,False,,Southampton,no,True,0
883,2,male,28.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0
884,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,0
885,3,female,39.0,0,5,29.125,Q,Third,woman,False,,Queenstown,no,False,0
886,2,male,27.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0
887,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True,1
888,3,female,,1,2,23.45,S,Third,woman,False,,Southampton,no,False,0
889,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True,1
890,3,male,32.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0
